PBW Source ID,Source canonical name,PBW editor,Source edition used,Edition URL,Page range,Editor name,Editor VIAF,Author(ity),Evidence of authorship,External authorship authority,External authorship source,External authorship URL
Mauropous: Letters 53,Letter 53,tp,"The letters of Ioannes Mauropus, metropolitan of Euchaita. Greek text, translation and commentary, Thessalonike 1990",https://ia601706.us.archive.org/10/items/cfhb-11.1-nicetae-choniatae-historia/CFHB%2034_Ioannis%20Mauropodis%20Euchaitorum%20Metropolitae%20epistulae.pdf,,"Karpozilos, A.",304105876,Ioannes 289,factoid 230789,,,
Mauropous: Letters 54,Letter 54,tp,"The letters of Ioannes Mauropus, metropolitan of Euchaita. Greek text, translation and commentary, Thessalonike 1990",https://ia601706.us.archive.org/10/items/cfhb-11.1-nicetae-choniatae-historia/CFHB%2034_Ioannis%20Mauropodis%20Euchaitorum%20Metropolitae%20epistulae.pdf,,"Karpozilos, A.",304105876,Ioannes 289,factoid 230790,,,
Mauropous: Letters 55,Letter 55,tp,"The letters of Ioannes Mauropus, metropolitan of Euchaita. Greek text, translation and commentary, Thessalonike 1990",https://ia601706.us.archive.org/10/items/cfhb-11.1-nicetae-choniatae-historia/CFHB%2034_Ioannis%20Mauropodis%20Euchaitorum%20Metropolitae%20epistulae.pdf,,"Karpozilos, A.",304105876,Ioannes 289,factoid 230791,,,
Mauropous: Letters 56,Letter 56,tp,"The letters of Ioannes Mauropus, metropolitan of Euchaita. Greek text, translation and commentary, Thessalonike 1990",https://ia601706.us.archive.org/10/items/cfhb-11.1-nicetae-choniatae-historia/CFHB%2034_Ioannis%20Mauropodis%20Euchaitorum%20Metropolitae%20epistulae.pdf,,"Karpozilos, A.",304105876,Ioannes 289,factoid 230792,,,
Mauropous: Letters 57,Letter 57,tp,"The letters of Ioannes Mauropus, metropolitan of Euchaita. Greek text, translation and commentary, Thessalonike 1990",https://ia601706.us.archive.org/10/items/cfhb-11.1-nicetae-choniatae-historia/CFHB%2034_Ioannis%20Mauropodis%20Euchaitorum%20Metropolitae%20epistulae.pdf,,"Karpozilos, A.",304105876,Ioannes 289,factoid 230793,,,
Mauropous: Letters 58,Letter 58,tp,"The letters of Ioannes Mauropus, metropolitan of Euchaita. Greek text, translation and commentary, Thessalonike 1990",https://ia601706.us.archive.org/10/items/cfhb-11.1-nicetae-choniatae-historia/CFHB%2034_Ioannis%20Mauropodis%20Euchaitorum%20Metropolitae%20epistulae.pdf,,"Karpozilos, A.",304105876,Ioannes 289,factoid 230794,,,
Mauropous: Letters 59,Letter 59,tp,"The letters of Ioannes Mauropus, metropolitan of Euchaita. Greek text, translation and commentary, Thessalonike 1990",https://ia601706.us.archive.org/10/items/cfhb-11.1-nicetae-choniatae-historia/CFHB%2034_Ioannis%20Mauropodis%20Euchaitorum%20Metropolitae%20epistulae.pdf,,"Karpozilos, A.",304105876,Ioannes 289,factoid 230795,,,
Mauropous: Letters 60,Letter 60,tp,"The letters of Ioannes Mauropus, metropolitan of Euchaita. Greek text, translation and commentary, Thessalonike 1990",https://ia601706.us.archive.org/10/items/cfhb-11.1-nicetae-choniatae-historia/CFHB%2034_Ioannis%20Mauropodis%20Euchaitorum%20Metropolitae%20epistulae.pdf,,"Karpozilos, A.",304105876,Ioannes 289,factoid 230797,,,
Mauropous: Letters 61,Letter 61,tp,"The letters of Ioannes Mauropus, metropolitan of Euchaita. Greek text, translation and commentary, Thessalonike 1990",https://ia601706.us.archive.org/10/items/cfhb-11.1-nicetae-choniatae-historia/CFHB%2034_Ioannis%20Mauropodis%20Euchaitorum%20Metropolitae%20epistulae.pdf,,"Karpozilos, A.",304105876,Ioannes 289,factoid 230798,,,
Mauropous: Letters 62,Letter 62,tp,"The letters of Ioannes Mauropus, metropolitan of Euchaita. Greek text, translation and commentary, Thessalonike 1990",https://ia601706.us.archive.org/10/items/cfhb-11.1-nicetae-choniatae-historia/CFHB%2034_Ioannis%20Mauropodis%20Euchaitorum%20Metropolitae%20epistulae.pdf,,"Karpozilos, A.",304105876,Ioannes 289,factoid 230800,,,
Mauropous: Letters 63,Letter 63,tp,"The letters of Ioannes Mauropus, metropolitan of Euchaita. Greek text, translation and commentary, Thessalonike 1990",https://ia601706.us.archive.org/10/items/cfhb-11.1-nicetae-choniatae-historia/CFHB%2034_Ioannis%20Mauropodis%20Euchaitorum%20Metropolitae%20epistulae.pdf,,"Karpozilos, A.",304105876,Ioannes 289,factoid 230801,,,
Mauropous: Letters 64,Letter 64,tp,"The letters of Ioannes Mauropus, metropolitan of Euchaita. Greek text, translation and commentary, Thessalonike 1990",https://ia601706.us.archive.org/10/items/cfhb-11.1-nicetae-choniatae-historia/CFHB%2034_Ioannis%20Mauropodis%20Euchaitorum%20Metropolitae%20epistulae.pdf,,"Karpozilos, A.",304105876,Ioannes 289,factoid 230802,,,
Mauropous: Letters 65,Letter 65,tp,"The letters of Ioannes Mauropus, metropolitan of Euchaita. Greek text, translation and commentary, Thessalonike 1990",https://ia601706.us.archive.org/10/items/cfhb-11.1-nicetae-choniatae-historia/CFHB%2034_Ioannis%20Mauropodis%20Euchaitorum%20Metropolitae%20epistulae.pdf,,"Karpozilos, A.",304105876,Ioannes 289,factoid 230803,,,
Mauropous: Letters 66,Letter 66,tp,"The letters of Ioannes Mauropus, metropolitan of Euchaita. Greek text, translation and commentary, Thessalonike 1990",https://ia601706.us.archive.org/10/items/cfhb-11.1-nicetae-choniatae-historia/CFHB%2034_Ioannis%20Mauropodis%20Euchaitorum%20Metropolitae%20epistulae.pdf,,"Karpozilos, A.",304105876,Ioannes 289,factoid 230804,,,
Mauropous: Letters 67,Letter 67,tp,"The letters of Ioannes Mauropus, metropolitan of Euchaita. Greek text, translation and commentary, Thessalonike 1990",https://ia601706.us.archive.org/10/items/cfhb-11.1-nicetae-choniatae-historia/CFHB%2034_Ioannis%20Mauropodis%20Euchaitorum%20Metropolitae%20epistulae.pdf,,"Karpozilos, A.",304105876,Ioannes 289,factoid 230806,,,
Mauropous: Letters 68,Letter 68,tp,"The letters of Ioannes Mauropus, metropolitan of Euchaita. Greek text, translation and commentary, Thessalonike 1990",https://ia601706.us.archive.org/10/items/cfhb-11.1-nicetae-choniatae-historia/CFHB%2034_Ioannis%20Mauropodis%20Euchaitorum%20Metropolitae%20epistulae.pdf,,"Karpozilos, A.",304105876,Ioannes 289,factoid 230807,,,
Mauropous: Letters 69,Letter 69,tp,"The letters of Ioannes Mauropus, metropolitan of Euchaita. Greek text, translation and commentary, Thessalonike 1990",https://ia601706.us.archive.org/10/items/cfhb-11.1-nicetae-choniatae-historia/CFHB%2034_Ioannis%20Mauropodis%20Euchaitorum%20Metropolitae%20epistulae.pdf,,"Karpozilos, A.",304105876,Ioannes 289,factoid 230808,,,
Mauropous: Letters 70,Letter 70,tp,"The letters of Ioannes Mauropus, metropolitan of Euchaita. Greek text, translation and commentary, Thessalonike 1990",https://ia601706.us.archive.org/10/items/cfhb-11.1-nicetae-choniatae-historia/CFHB%2034_Ioannis%20Mauropodis%20Euchaitorum%20Metropolitae%20epistulae.pdf,,"Karpozilos, A.",304105876,Ioannes 289,factoid 230809,,,
Mauropous: Letters 71,Letter 71,tp,"The letters of Ioannes Mauropus, metropolitan of Euchaita. Greek text, translation and commentary, Thessalonike 1990",https://ia601706.us.archive.org/10/items/cfhb-11.1-nicetae-choniatae-historia/CFHB%2034_Ioannis%20Mauropodis%20Euchaitorum%20Metropolitae%20epistulae.pdf,,"Karpozilos, A.",304105876,Ioannes 289,factoid 230810,,,
Mauropous: Letters 72,Letter 72,tp,"The letters of Ioannes Mauropus, metropolitan of Euchaita. Greek text, translation and commentary, Thessalonike 1990",https://ia601706.us.archive.org/10/items/cfhb-11.1-nicetae-choniatae-historia/CFHB%2034_Ioannis%20Mauropodis%20Euchaitorum%20Metropolitae%20epistulae.pdf,,"Karpozilos, A.",304105876,Ioannes 289,factoid 230811,,,
Mauropous: Letters 73,Letter 73,tp,"The letters of Ioannes Mauropus, metropolitan of Euchaita. Greek text, translation and commentary, Thessalonike 1990",https://ia601706.us.archive.org/10/items/cfhb-11.1-nicetae-choniatae-historia/CFHB%2034_Ioannis%20Mauropodis%20Euchaitorum%20Metropolitae%20epistulae.pdf,,"Karpozilos, A.",304105876,Ioannes 289,factoid 230812,,,
Mauropous: Letters 74,Letter 74,tp,"The letters of Ioannes Mauropus, metropolitan of Euchaita. Greek text, translation and commentary, Thessalonike 1990",https://ia601706.us.archive.org/10/items/cfhb-11.1-nicetae-choniatae-historia/CFHB%2034_Ioannis%20Mauropodis%20Euchaitorum%20Metropolitae%20epistulae.pdf,,"Karpozilos, A.",304105876,Ioannes 289,factoid 230813,,,
Mauropous: Letters 75,Letter 75,tp,"The letters of Ioannes Mauropus, metropolitan of Euchaita. Greek text, translation and commentary, Thessalonike 1990",https://ia601706.us.archive.org/10/items/cfhb-11.1-nicetae-choniatae-historia/CFHB%2034_Ioannis%20Mauropodis%20Euchaitorum%20Metropolitae%20epistulae.pdf,,"Karpozilos, A.",304105876,Ioannes 289,factoid 230814,,,
Mauropous: Letters 76,Letter 76,tp,"The letters of Ioannes Mauropus, metropolitan of Euchaita. Greek text, translation and commentary, Thessalonike 1990",https://ia601706.us.archive.org/10/items/cfhb-11.1-nicetae-choniatae-historia/CFHB%2034_Ioannis%20Mauropodis%20Euchaitorum%20Metropolitae%20epistulae.pdf,,"Karpozilos, A.",304105876,Ioannes 289,factoid 230815,,,
Mauropous: Letters 77,Letter 77,tp,"The letters of Ioannes Mauropus, metropolitan of Euchaita. Greek text, translation and commentary, Thessalonike 1990",https://ia601706.us.archive.org/10/items/cfhb-11.1-nicetae-choniatae-historia/CFHB%2034_Ioannis%20Mauropodis%20Euchaitorum%20Metropolitae%20epistulae.pdf,,"Karpozilos, A.",304105876,Ioannes 289,factoid 230816,,,
"Michael the Rhetor, Regel",,mj,,,,,,Michael 17004,factoid 449588,,,
"Michel, Amalfi",Amalfi und Jerusalem im griechischen Kirchenstreit,jr,"“Amalfi und Jerusalem im griechischen Kirchenstreit (1054-1090)”, Orientalia Christiana Analecta 121 (1939), 5-64",,,"Anton, Michel",101345494,Laycus 101,factoid 445024,,,
"Nea Mone, Gedeon",,tp,"“Βυζαντινὰ χρυσόβουλλα καὶ πιττάκια”, Ἐκκλησιαστικὴ Ἀλήθεια 4 (1883-84) 403-406, 411-413, 428-431, 444-447",,,"Gedeōn, Manouēl Iō.",64758841,,,,,
"Nea Mone, Miklosich-Müller 1",Pittakion of Constantine IX,tp,"Acta et diplomata graeca medii aevi sacra et profana, vol. 5, Vienna 1890, 1-2",https://archive.org/details/actaetdiplomata00miklgoog/mode/2up,1-2,"Miklošič, Franc; Müller, Joseph",78772873; 57396472,Konstantinos 9,factoid 395006,,,
"Nea Mone, Miklosich-Müller 2",Chrysobull of Constantine IX,tp,"Acta et diplomata graeca medii aevi sacra et profana, vol. 5, Vienna 1890, 2-5",https://archive.org/details/actaetdiplomata00miklgoog/mode/2up,3-4,"Miklošič, Franc; Müller, Joseph",78772873; 57396472,Konstantinos 9,factoid 395019,,,
"Nea Mone, Miklosich-Müller 3",Chrysobull of Constantine IX,tp,"Acta et diplomata graeca medii aevi sacra et profana, vol. 5, Vienna 1890, 5-6",https://archive.org/details/actaetdiplomata00miklgoog/mode/2up,5,"Miklošič, Franc; Müller, Joseph",78772873; 57396472,Konstantinos 9,factoid 395020,,,
"Nea Mone, Miklosich-Müller 4",Chrysobull of Constantine IX,tp,"Acta et diplomata graeca medii aevi sacra et profana, vol. 5, Vienna 1890, 6-7",https://archive.org/details/actaetdiplomata00miklgoog/mode/2up,6,"Miklošič, Franc; Müller, Joseph",78772873; 57396472,Konstantinos 9,factoid 395021,,,
"Nea Mone, Miklosich-Müller 5",Sigillion of Constantine IX,tp,"Acta et diplomata graeca medii aevi sacra et profana, vol. 5, Vienna 1890, 7-8",https://archive.org/details/actaetdiplomata00miklgoog/mode/2up,7,"Miklošič, Franc; Müller, Joseph",78772873; 57396472,Konstantinos 9,factoid 395026,,,
"Nea Mone, Miklosich-Müller 6",Chrysobull of Nikephoros III,tp,"Acta et diplomata graeca medii aevi sacra et profana, vol. 5, Vienna 1890, 8-10",https://archive.org/details/actaetdiplomata00miklgoog/mode/2up,8-10,"Miklošič, Franc; Müller, Joseph",78772873; 57396472,Nikephoros 3,factoid 395051,,,
"Nicole, Chartophylax",,jr,,,,,,Alexios 1,factoid 444947,,,
Niketas Stethatos (Darrouzes),,jr,,,,,,Niketas 105,,,,
Nikolaos III to Urban II,,jr,,,,,,Nikolaos 13,factoid 444667,,,
Oath of Eudokia,,mj,,,,,,Eudokia 1,factoid 380209,,,
Odo of Deuil,De profectione Ludovici VII in Orientem,mj,"Odo of Deuil, De profectione Ludovici VII in Orientem, New York 1948",,,"Berry, Virginia Gingerick",90587885,Odo 102,factoid 445727,,,
Pakourianos,Typikon of Theotokos Petritziotissa,tp,"“Le typikon du sébaste Grégoire Pakourianos”, Revue des Études Byzantines 42 (1984) 5-145",https://www.persee.fr/doc/rebyz_0766-5598_1984_num_42_1_2154,,"Gautier, Paul",231073465,Gregorios 61,factoid 254714,,,
Panteleemon 1,Sales contract of a kellion,tp,"Actes de Saint-Pantéléèmon, Archives de l’Athos XII, Paris 1982, 30",https://archive.org/details/Archives-De-Athos/Archives%20de%20l%27Athos%2012-Actes%20de%20Saint-Pant%C3%A9l%C3%A9%C3%A8m%C3%B4n%2C%20eds.%20P.%20Lemerle%2C%20G.%20Dagron%2C%20S.%20M.%20%C4%86irkovi%C4%87%2C%20Paris%201982/,30,"Lemerle, Paul; Dagron, Gilbert; Ćirković, Sima M.",97996834; 101895695; 68940283,Symeon 132; Theoktistos 107; Iakobos 106,factoid 394839,,,
Panteleemon 2,Sales contract between monks,tp,"Actes de Saint-Pantéléèmon, Archives de l’Athos XII, Paris 1982, 34-35",https://archive.org/details/Archives-De-Athos/Archives%20de%20l%27Athos%2012-Actes%20de%20Saint-Pant%C3%A9l%C3%A9%C3%A8m%C3%B4n%2C%20eds.%20P.%20Lemerle%2C%20G.%20Dagron%2C%20S.%20M.%20%C4%86irkovi%C4%87%2C%20Paris%201982/,34-35,"Lemerle, Paul; Dagron, Gilbert; Ćirković, Sima M.",97996834; 101895695; 68940283,Christodoulos 105; Ioannes 430; Iakobos 106,factoid 394856,,,
Panteleemon 3,Act of an anagrapheus,tp,"Actes de Saint-Pantéléèmon, Archives de l’Athos XII, Paris 1982, 38",https://archive.org/details/Archives-De-Athos/Archives%20de%20l%27Athos%2012-Actes%20de%20Saint-Pant%C3%A9l%C3%A9%C3%A8m%C3%B4n%2C%20eds.%20P.%20Lemerle%2C%20G.%20Dagron%2C%20S.%20M.%20%C4%86irkovi%C4%87%2C%20Paris%201982/,38,"Lemerle, Paul; Dagron, Gilbert; Ćirković, Sima M.",97996834; 101895695; 68940283,Ioannes 147,factoid 394865,,,
Panteleemon 4,Agreement between monks,tp,"Actes de Saint-Pantéléèmon, Archives de l’Athos XII, Paris 1982, 48-50",https://archive.org/details/Archives-De-Athos/Archives%20de%20l%27Athos%2012-Actes%20de%20Saint-Pant%C3%A9l%C3%A9%C3%A8m%C3%B4n%2C%20eds.%20P.%20Lemerle%2C%20G.%20Dagron%2C%20S.%20M.%20%C4%86irkovi%C4%87%2C%20Paris%201982/,48-50,"Lemerle, Paul; Dagron, Gilbert; Ćirković, Sima M.",97996834; 101895695; 68940283,Gregorios 157; Theophylaktos 117; Athanasios 112,factoid 394878,,,
Panteleemon 5,Act of Hilarion protos,tp,"Actes de Saint-Pantéléèmon, Archives de l’Athos XII, Paris 1982, 57-60",https://archive.org/details/Archives-De-Athos/Archives%20de%20l%27Athos%2012-Actes%20de%20Saint-Pant%C3%A9l%C3%A9%C3%A8m%C3%B4n%2C%20eds.%20P.%20Lemerle%2C%20G.%20Dagron%2C%20S.%20M.%20%C4%86irkovi%C4%87%2C%20Paris%201982/,57-60,"Lemerle, Paul; Dagron, Gilbert; Ćirković, Sima M.",97996834; 101895695; 68940283,Hilarion 101; Niphon 104,factoid 394913,,,
Panteleemon 6,Act of Paul protos,tp,"Actes de Saint-Pantéléèmon, Archives de l’Athos XII, Paris 1982, 63-64",https://archive.org/details/Archives-De-Athos/Archives%20de%20l%27Athos%2012-Actes%20de%20Saint-Pant%C3%A9l%C3%A9%C3%A8m%C3%B4n%2C%20eds.%20P.%20Lemerle%2C%20G.%20Dagron%2C%20S.%20M.%20%C4%86irkovi%C4%87%2C%20Paris%201982/,63-64,"Lemerle, Paul; Dagron, Gilbert; Ćirković, Sima M.",97996834; 101895695; 68940283,Michael 268,factoid 394950,,,
Pantokrator (Athos),Right of passage for Xylourgou,tp,"Actes du Pantocrator, Archives de l’Athos XVII, Paris 1991",https://archive.org/details/Archives-De-Athos/Archives%20de%20l%27Athos%2017-Actes%20du%20Pantocrator%2C%20ed.%20V.%20Kravari%2C%20Paris%201991/page/66/mode/2up,,"Kravari, Vassiliki",31154757,Leon 199,factoid 394726,,,
Parthenon inscriptions,,mj,,,,,,,,,,
Patmos: Acts 1,Chrysobull of Michael VII,tp,"Βυζαντινὰ ἔγγραφα τῆς μονῆς Πάτμου 1. Αὐτοκρατορικά, 2. Δημοσίων λειτουργῶν, Athens 1980, 1.5-8",https://helios-eie.ekt.gr/EIE/handle/10442/7361,1.5-8,"Vranoúsīs, Léandros I.; Nystazopoúlou-Pelekídou, María",51818933; 44710829,Michael 7,factoid 279234,,,
Patmos: Acts 2,Chrysobull of Nikephoros III,tp,"Βυζαντινὰ ἔγγραφα τῆς μονῆς Πάτμου 1. Αὐτοκρατορικά, 2. Δημοσίων λειτουργῶν, Athens 1980, 1.17-18",https://helios-eie.ekt.gr/EIE/handle/10442/7361,1.17-18,"Vranoúsīs, Léandros I.; Nystazopoúlou-Pelekídou, María",51818933; 44710829,Nikephoros 3,factoid 279240,,,
Patmos: Acts 3,Chrysobull of Nikephoros III,tp,"Βυζαντινὰ ἔγγραφα τῆς μονῆς Πάτμου 1. Αὐτοκρατορικά, 2. Δημοσίων λειτουργῶν, Athens 1980, 1.25-27",https://helios-eie.ekt.gr/EIE/handle/10442/7361,1.25-27,"Vranoúsīs, Léandros I.; Nystazopoúlou-Pelekídou, María",51818933; 44710829,Nikephoros 3,factoid 279243,,,
Patmos: Acts 4,Chrysobull of Alexios I,tp,"Βυζαντινὰ ἔγγραφα τῆς μονῆς Πάτμου 1. Αὐτοκρατορικά, 2. Δημοσίων λειτουργῶν, Athens 1980, 1.33-34",https://helios-eie.ekt.gr/EIE/handle/10442/7361,1.33-34,"Vranoúsīs, Léandros I.; Nystazopoúlou-Pelekídou, María",51818933; 44710829,Alexios 1,factoid 279257,,,
Patmos: Acts 5,Chrysobull of Alexios I,tp,"Βυζαντινὰ ἔγγραφα τῆς μονῆς Πάτμου 1. Αὐτοκρατορικά, 2. Δημοσίων λειτουργῶν, Athens 1980, 1.44-47",https://helios-eie.ekt.gr/EIE/handle/10442/7361,1.44-47,"Vranoúsīs, Léandros I.; Nystazopoúlou-Pelekídou, María",51818933; 44710829,Alexios 1,factoid 279268,,,
Patmos: Acts 6,Chrysobull of Alexios I,tp,"Βυζαντινὰ ἔγγραφα τῆς μονῆς Πάτμου 1. Αὐτοκρατορικά, 2. Δημοσίων λειτουργῶν, Athens 1980, 1.59-63",https://helios-eie.ekt.gr/EIE/handle/10442/7361,1.59-63,"Vranoúsīs, Léandros I.; Nystazopoúlou-Pelekídou, María",51818933; 44710829,Alexios 1,factoid 279275,,,
Patmos: Acts 7,Chrysobull of Alexios I,tp,"Βυζαντινὰ ἔγγραφα τῆς μονῆς Πάτμου 1. Αὐτοκρατορικά, 2. Δημοσίων λειτουργῶν, Athens 1980, 1.72-74",https://helios-eie.ekt.gr/EIE/handle/10442/7361,1.72-74,"Vranoúsīs, Léandros I.; Nystazopoúlou-Pelekídou, María",51818933; 44710829,Alexios 1,factoid 279280,,,
Patmos: Acts A,Chrysobull of Alexios I,tp,"Βυζαντινὰ ἔγγραφα τῆς μονῆς Πάτμου 1. Αὐτοκρατορικά, 2. Δημοσίων λειτουργῶν, Athens 1980, 1.157-159",https://helios-eie.ekt.gr/EIE/handle/10442/7361,1.157-159,"Vranoúsīs, Léandros I.; Nystazopoúlou-Pelekídou, María",51818933; 44710829,Alexios 1,1.159.44,,,
Patmos: Acts 46a,Pittakion of Alexios I,tp,"Βυζαντινὰ ἔγγραφα τῆς μονῆς Πάτμου 1. Αὐτοκρατορικά, 2. Δημοσίων λειτουργῶν, Athens 1980, 1.329",https://helios-eie.ekt.gr/EIE/handle/10442/7361,1.329,"Vranoúsīs, Léandros I.; Nystazopoúlou-Pelekídou, María",51818933; 44710829,Alexios 1,factoid 279084,,,
Patmos: Acts 46b,Pittakion of Alexios I,tp,"Βυζαντινὰ ἔγγραφα τῆς μονῆς Πάτμου 1. Αὐτοκρατορικά, 2. Δημοσίων λειτουργῶν, Athens 1980, 1.330",https://helios-eie.ekt.gr/EIE/handle/10442/7361,1.330,"Vranoúsīs, Léandros I.; Nystazopoúlou-Pelekídou, María",51818933; 44710829,Alexios 1,factoid 279353,,,
